,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
489,0.079,Tue Dec 26 19:04:05 +0000 2017,0.727,0.131,0.142,RT @HannaIngber: A beautiful Times Insider by @leslyedavis who spent 5 years following a very sick boy to tell his story. On how their live…,90,The New York Times
490,0.0,Tue Dec 26 18:55:05 +0000 2017,1.0,0.0,0.0,A bowl of this hearty soup is the kind of thing that cures what ails you https://t.co/gIGrfjH3vt,91,The New York Times
491,-0.5574,Tue Dec 26 18:40:05 +0000 2017,0.841,0.159,0.0,A father's effort to ban junk food sales in and near schools aims to change what children eat in India https://t.co/vEUHlvsuLp,92,The New York Times
492,0.296,Tue Dec 26 18:25:06 +0000 2017,0.864,0.0,0.136,Journalists Cokie and Steven Roberts share the secret to their 51 years of marriage https://t.co/5AXakllevE,93,The New York Times
493,0.0,Tue Dec 26 18:10:04 +0000 2017,1.0,0.0,0.0,"The NYT review of ""All the Money in the World,"" the Ridley Scott movie from which Kevin Spacey was removed https://t.co/myOjxsHRuu",94,The New York Times
494,-0.2732,Tue Dec 26 17:55:05 +0000 2017,0.909,0.091,0.0,"In the wake of the Texas church massacre, New York, San Francisco and Philadelphia are suing the Pentagon for its f… https://t.co/0U7mhvV4Fe",95,The New York Times
495,-0.4404,Tue Dec 26 17:40:04 +0000 2017,0.868,0.132,0.0,"“If a professional reporter wants to cover the dirty elements of what is happening in the country today, neither th… https://t.co/pm9gwIiUPq",96,The New York Times
496,0.0,Tue Dec 26 17:35:05 +0000 2017,1.0,0.0,0.0,El gobierno de Enrique Peña Nieto gasta millones de dólares en publicidad en medios y así logra control sobre la co… https://t.co/8m0BQ8x8AE,97,The New York Times
497,0.8126,Tue Dec 26 17:25:06 +0000 2017,0.739,0.0,0.261,"RT @TheSteinLine: On Pro Basketball column from Tuesday’s @NYTSports: They won the big one on Christmas Day, but these Warriors are happy t…",98,The New York Times
498,0.0,Tue Dec 26 17:16:08 +0000 2017,1.0,0.0,0.0,"The survival of the Taushiro tribe has suddenly come down to a sole, complicated man https://t.co/K7PhaoKV5g https://t.co/tToWiyK5bi",99,The New York Times
499,0.0,Tue Dec 26 17:04:02 +0000 2017,1.0,0.0,0.0,How did pop culture look from inside the White House and the halls of Congress in 2017? We look back. https://t.co/7dwZQcO7t7,100,The New York Times
